FACILITYID,flood_risk,wildfire_risk,lst_avg,percent_tree_cover,flood_risk_pcntl,wildfire_risk_pcntl,lst_avg_pcntl,percent_tree_cover_pcntl,climate_score,mean_ozone,avg_pm25,pesticides,trafficProx,mean_ozone_pcntl,avg_pm25_pcntl,pesticides_pcntl,trafficProx_pcntl,exposure_score,npl_prox,rmp_prox,haz_prox,npl_prox_pcntl,rmp_prox_pcntl,haz_prox_pcntl,effects_score,final_risk_score,final_risk_score_pcntl,FID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,SHAPE_Leng,GlobalID,CreationDa,Creator,EditDate,Editor,SHAPE_Le_1,SHAPE_Area
10003464,0.6766678212079256,30.78846153846154,44.24120000000002,0.1156059049195852,32.83582089552239,46.05898123324397,89.20386007237636,91.11470113085622,59.21184275460252,64.35561943054199,8.36666660308838,19.253625869750977,NA,79.21653971708379,77.21106890938687,73.45844504021449,NA,76.59123186317136,0.04873098949846988,0.11973483499695732,0.21625387445900457,67.828418230563,44.45040214477211,60.32171581769437,56.65701503074286,64.15336321617225,93.02949061662198,93,"UTAH STATE PRISON, DRAPER - NORTH COMPLEX",WEST 13800 SOUTH,DRAPER,UT,84020,-999,(801) 576-7000,STATE,OPEN,994,SALT LAKE,49035,USA,922140,CORRECTIONAL INSTITUTIONS,https://corrections.utah.gov/index.php/family-friends/prison-facilities/utah-state-prison,2020-02-20,IMAGERY/OTHER,2020-02-20,https://corrections.utah.gov/index.php/family-friends/prison-facilities/utah-state-prison,MAXIMUM,2000,0.0283235852297,{36EC7251-239F-4989-856B-06F0E94A18ED},2022-01-07,HostedByHIFLD,2022-01-07,HostedByHIFLD,3684.6272749866025,2.0328283819e-5
10003465,0,51.02040816326531,44.3571428571429,0.09500797811716438,28.473019517795642,55.924932975871315,89.44511459589867,91.33010231556273,60.05544533355405,64.3428560892741,8.233333349227905,19.226205825805664,NA,79.10772578890098,74.11828540423222,73.2975871313673,NA,75.4648385658189,0.04639780990159779,0.13808688870063027,0.17676995536799978,66.48793565683646,48.47184986595175,56.13941018766756,56.558788249432595,64.02635738293517,92.81501340482576,94,"UTAH STATE PRISON, DRAPER - SOUTH COMPLEX",14425 BITTERBRUSH LANE,DRAPER,UT,84020,-999,(801) 576-7000,STATE,OPEN,1839,SALT LAKE,49035,USA,922140,CORRECTIONAL INSTITUTIONS,https://corrections.utah.gov/index.php/family-friends/prison-facilities/utah-state-prison,2018-01-17,IMAGERY/OTHER,2020-02-20,https://corrections.utah.gov/index.php/family-friends/prison-facilities/utah-state-prison,MAXIMUM,2450,0.0354241766791,{A7B761DC-91BE-4525-9526-98B0A1897D54},2022-01-07,HostedByHIFLD,2022-01-07,HostedByHIFLD,4509.745199498638,2.4393365792e-5
10002617,0,242.27777777777777,51.260526315789505,0.00639466359054091,28.473019517795642,86.54155495978553,97.46682750301568,95.58427571351642,69.21900879626264,61.90726375579834,5.799999713897705,4.471008777618408,51.47116516453341,61.425462459194776,12.642430819316331,31.58176943699732,77.23270440251572,37.09831465665419,0.00511041909618457,0.03279459165191693,0.01503838644908392,3.5924932975871315,11.045576407506704,3.3780160857908843,5.117784814955052,37.14503608929063,25.093833780160857,97,CENTRAL UTAH CORRECTIONAL FACILITY,255 E 300 N ST,GUNNISON,UT,84634,-999,(435) 528-6000,STATE,OPEN,1700,SANPETE,49039,USA,922140,CORRECTIONAL INSTITUTIONS,https://corrections.utah.gov/index.php/family-friends/prison-facilities/central-utah-correctional-facility,2018-01-17,IMAGERY/OTHER,2020-02-20,https://corrections.utah.gov/index.php/family-friends/prison-facilities/central-utah-correctional-facility,MAXIMUM,1600,0.025579986517,{E03B8901-8580-4C9B-9EE9-1248812F8999},2022-01-07,HostedByHIFLD,2022-01-07,HostedByHIFLD,3190.701838309677,2.7689899069e-5
10003453,1.0491788659226011,14.28125,41.37857142857144,0.4128270587222906,34.672789896670494,35.388739946380696,81.66465621230398,87.29133010231557,54.38320319542806,69.23957824707031,8.466666539510092,11.442302942276,93.15929178314136,93.14472252448314,78.6218122626153,61.66219839142091,81.63522012578616,77.92009421276468,1.0342820755584563,0.92451428572912,0.7740406249637308,99.24932975871312,84.1823056300268,76.67560321715817,86.20554464539573,72.8362806845295,98.49865951742626,98,MILL CREEK YOUTH CENTER,790 W 12TH ST,OGDEN,UT,84404,-999,(801) 334-0210,STATE,OPEN,32,WEBER,49057,USA,922140,CORRECTIONAL INSTITUTIONS,http://malanspeak.ogdensd.org/millcreek-youth-center,2020-02-20,IMAGERY/OTHER,2020-02-20,http://malanspeak.ogdensd.org/millcreek-youth-center,JUVENILE,58,0.00787072129337,{8684BA79-5FCF-43D8-8F55-C2DBBFABFDF8},2022-01-07,HostedByHIFLD,2022-01-07,HostedByHIFLD,1021.2552190383981,2.657355577e-6
10001701,10.424930390450186,13.1875,41.410000000000025,0.29605826379711725,62.68656716417911,34.316353887399465,81.9059107358263,88.69143780290791,62.87357298459137,70.2589340209961,9.833333492279053,0.8705331087112427,0,94.39608269858542,97.06999457406404,15.388739946380698,63.270440251572325,54.65258691752043,0.20620722774310324,1.930162139794984,3.156455053086748,93.61930294906166,93.8337801608579,90.88471849865952,92.7694882161212,70.09854937274433,97.7479892761394,100,WASATCH YOUTH CENTER,3534 S 700 W,SALT LAKE CITY,UT,84119,-999,(801) 265-5830,STATE,OPEN,22,SALT LAKE,49035,USA,922140,CORRECTIONAL INSTITUTIONS,https://hs.utah.gov/resource/wasatch-youth-center,2020-02-20,IMAGERY/OTHER,2020-02-20,https://hs.utah.gov/resource/wasatch-youth-center,JUVENILE,46,0.00725378964702,{328625AB-1BA4-4E9F-B9C4-A975E3A81E02},2022-01-07,HostedByHIFLD,2022-01-07,HostedByHIFLD,896.9988697966627,1.555583984e-6
10003447,0,22.115384615384617,40.09000000000003,0.33110565272241427,28.473019517795642,41.394101876675606,78.04583835946924,88.20678513731825,53.37107291128609,59.26944732666016,7.758333325386047,5.095744609832764,0,32.48095756256801,62.12696690179056,33.565683646112596,63.270440251572325,45.498945588254095,0.01255795899837568,0.916254657502918,0.2484304899953362,21.07238605898123,83.80697050938338,62.89544235924933,48.06965561104344,48.979891370194544,60.48257372654155,103,CACHE VALLEY YOUTH CENTER,2051 N 600 W,LOGAN,UT,84321,-999,(435) 713-6260,STATE,OPEN,7,CACHE,49005,USA,922140,CORRECTIONAL INSTITUTIONS,https://hs.utah.gov/resource/cache-valley-youth-center,2020-02-20,IMAGERY/OTHER,2020-02-20,https://hs.utah.gov/resource/cache-valley-youth-center,JUVENILE,16,0.00484100019784,{9981CFDD-D4BC-4019-B92D-70DCF4A181AD},2022-01-07,HostedByHIFLD,2022-01-07,HostedByHIFLD,628.2931887494011,5.01972018e-7
10003461,15.94513099242999,13.3,41.410000000000025,0.36023959178917325,72.67508610792193,34.47721179624665,81.9059107358263,87.82983306408185,65.15815046225724,70.37278747558594,9.766666889190674,0.8705331087112427,152.01022400126195,94.50489662676824,96.7444384156267,15.388739946380698,85.9119496855346,58.9636335889541,0.21285788400283429,1.321373586002217,3.0800850633986387,94.04825737265416,88.57908847184987,90.67024128686327,91.0714484162094,71.73107748914025,98.01608579088472,104,SALT LAKE VALLEY DETENTION CENTER / GENESIS YOUTH CENTER,3450 S 900 W,SALT LAKE CITY,UT,84119,-999,(801) 261-5100,STATE,OPEN,79,SALT LAKE,49035,USA,922140,CORRECTIONAL INSTITUTIONS,https://hs.utah.gov/resource/genesis-youth-center,2020-02-20,IMAGERY/OTHER,2020-02-20,https://hs.utah.gov/resource/genesis-youth-center,JUVENILE,112,0.00622824662878,{9858C66E-A0B1-400A-982C-14043BB99031},2022-01-07,HostedByHIFLD,2022-01-07,HostedByHIFLD,779.4977096024282,1.199976616e-6
10001699,0,4.241379310344827,41.32000000000005,0.4262803647138803,28.473019517795642,22.091152815013405,81.3630880579011,87.12977921378567,45.95274780149544,69.0017318725586,9.366666316986084,17.536821365356445,108.46442504594744,92.76387377584332,93.5973955507325,71.52815013404826,82.76729559748428,84.67293223641485,0.09575271355554496,0.14855990052435755,0.17233361096775696,82.30563002680965,51.152815013404826,55.388739946380696,61.551719411537505,64.05913314981593,92.92225201072388,105,WEBER VALLEY YOUTH DETENTION CENTER,5470 S 2700 W,ROY,UT,84067,-999,(801) 825-2794,STATE,OPEN,17,WEBER,49057,USA,922140,CORRECTIONAL INSTITUTIONS,http://malanspeak.ogdensd.org/weber-valley-youth-center,2020-02-20,IMAGERY/OTHER,2020-02-20,http://malanspeak.ogdensd.org/weber-valley-youth-center,JUVENILE,24,0.00374170460925,{974B6B7B-5A2C-4AE9-BCEC-B030742346F6},2022-01-07,HostedByHIFLD,2022-01-07,HostedByHIFLD,468.098156951649,3.54244841e-7
10001080,19.683422648947943,1.0555555555555556,32.593333333333376,0.6847531300222925,77.66934557979333,12.225201072386058,34.31845597104945,84.43726440495422,40.727887826850754,58.41191736857096,7.466666698455811,6.3622565269470215,0,24.70076169749728,55.88714053174173,36.46112600536193,63.270440251572325,42.24383056633742,0.00649643418991863,0.1288865930429317,0.02093852218093117,5.201072386058981,46.38069705093834,7.506702412868632,12.188767406658704,31.720161933282295,14.745308310991955,134,NORTH CENTRAL CORRECTIONAL FACILITY,313 LANEDALE,ROCKWELL CITY,IA,50579,-999,(712) 297-7521,STATE,OPEN,485,CALHOUN,19025,USA,922140,CORRECTIONAL INSTITUTIONS,https://doc.iowa.gov/about-us/about-institutions/north-central-correctional-facility,2017-11-27,IMAGERY/OTHER,2019-12-11,https://doc.iowa.gov/about-us/about-institutions,MINIMUM,245,0.0132323320574,{933D66AA-9C35-4179-A342-9FA1DFA629AE},2022-01-07,HostedByHIFLD,2022-01-07,HostedByHIFLD,1689.0366730002074,8.697070626e-6
10001082,20.82289887591804,2.34375,32.15500000000003,9.26720027757339,79.04707233065442,17.80160857908847,30.27744270205066,60.63543349488422,40.091072891238895,59.6097354888916,8.741666555404663,6.470760345458984,157.03488732893135,35.74537540805223,84.4275637547477,37.801608579088466,86.22641509433963,56.00330827995996,0.01092118050777205,0.27651127101510475,0.02993020671659817,16.300268096514746,67.9892761394102,15.656836461126003,25.888867933686456,40.66108303496177,35.17426273458445,135,ANAMOSA STATE PENITENTIARY,406 N HIGH ST,ANAMOSA,IA,52205,-999,(319) 462-3504,STATE,OPEN,927,JONES,19105,USA,922140,CORRECTIONAL INSTITUTIONS,https://doc.iowa.gov/about-us/about-institutions/anamosa-state-penitentiary,2017-11-27,IMAGERY/OTHER,2019-12-11,https://doc.iowa.gov/about-us/about-institutions,MAXIMUM,911,0.00998445967941,{5E4F4E61-EA10-4855-9706-F0E6C035EFD4},2022-01-07,HostedByHIFLD,2022-01-07,HostedByHIFLD,1278.6443581540273,6.115857325e-6
10001091,0,6.894736842105263,33.199090909090934,11.757550069548188,28.473019517795642,26.75603217158177,39.14354644149578,57.02746365105008,36.11186062505954,59.20516204833984,9.116666793823242,6.737032175064087,74.67558665324925,31.610446137105548,91.48128052088984,40.53619302949062,80.062893081761,55.34893576266528,0.00891706217482238,0.7958356922340633,1.8045626431745736,10.402144772117962,81.66219839142092,86.00536193029491,41.80451246330957,44.421769617011464,46.702412868632706,136,IOWA MEDICAL & CLASSIFICATION CENTER,2700 CORAL RIDGE AVE,CORALVILLE,IA,52241,-999,(319) 626-2391,STATE,OPEN,894,JOHNSON,19103,USA,922140,CORRECTIONAL INSTITUTIONS,https://doc.iowa.gov/about-us/about-institutions/iowa-medical-and-classification-center,2017-11-27,IMAGERY/OTHER,2019-12-11,http://oakdaleprison.com/,MEDIUM,585,0.0128418158655,{04E9E7B0-D34D-4C8C-9857-01FDA40D2F29},2022-01-07,HostedByHIFLD,2022-01-07,HostedByHIFLD,1683.1379554724688,9.910651335e-6
10001090,22.715949143709395,2.6538461538461537,31.2589655172414,2.102929002461712,81.57290470723306,18.873994638069703,22.858866103739444,77.75982767905224,40.672880615439546,60.089056968688965,8.166666666666666,6.405300855636597,0,42.110990206746465,73.3043950081389,37.05093833780161,63.270440251572325,51.86583615503896,0.04855827997914191,0.07860817557818378,0.07588356252344834,67.61394101876675,33.029490616621985,35.22788203753351,42.84908508488348,45.12926728512066,49.00804289544236,139,NEWTON CORRECTIONAL FACILITY,307 SOUTH 60TH AVENUE WEST,NEWTON,IA,50208,-999,(641) 792-7552,STATE,OPEN,1292,JASPER,19099,USA,922140,CORRECTIONAL INSTITUTIONS,https://doc.iowa.gov/about-us/about-institutions/newton-correctional-facility,2017-11-27,IMAGERY/OTHER,2019-12-11,https://doc.iowa.gov/about-us/about-institutions,MEDIUM,1014,0.0173397491129,{C624D368-E46C-4503-83CC-62C025CB43C1},2022-01-07,HostedByHIFLD,2022-01-07,HostedByHIFLD,2197.576327601701,1.2520292045e-5
10004024,36.22421343121316,30.976744186046513,32.03000000000003,23.99390797930416,90.64293915040184,46.11260053619303,28.890229191797346,40.81852450188476,47.11839307751605,57.476243336995445,7.049999952316284,4.129151105880737,0,16.32208922742111,43.73304395008139,29.544235924932977,63.270440251572325,33.98715157226639,0.2075599025502574,0.9423117849908916,0.42684742171057466,93.67292225201072,84.50402144772117,69.54423592493298,81.95664944770583,54.354064699162755,74.95978552278821,192,FCI CUMBERLAND,14601 BURBRIDGE RD SE,CUMBERLAND,MD,21502,-999,(301) 784-1000,FEDERAL,OPEN,1011,ALLEGANY,24001,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/cum/,2016-02-16,IMAGERY/OTHER,2019-12-16,https://www.bop.gov/locations/,MEDIUM,768,0.0162582928092,{FE6F8C2D-E906-458E-8047-986870514BFF},2022-01-07,HostedByHIFLD,2022-01-07,HostedByHIFLD,2033.9585018814723,1.7568730412e-5
10001574,43.343052421880635,21.75,31.130000000000052,10.17364769988882,93.62801377726753,41.07238605898123,21.8335343787696,59.396876682821755,47.25642342552401,56.18582725524902,6.233333587646484,9.10400676727295,0,10.337323177366702,23.114487249050462,55.924932975871315,63.270440251572325,30.32317495119858,0.0330691739740877,1.7543815710835968,0.12134425217220812,57.96246648793566,92.76139410187668,46.54155495978552,63.0161217117162,46.8652400294796,53.72654155495978,193,JAMES RIVER WORK CENTER,1954 STATE FARM RD,STATE FARM,VA,23160,-999,(804) 556-7060,STATE,OPEN,279,GOOCHLAND,51075,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/facilities-and-offices/,2017-04-20,IMAGERY/OTHER,2020-02-24,https://vadoc.virginia.gov/facilities-and-offices/,MINIMUM,328,0.00495853830881,{B5FE0589-9CB8-4B6F-88C5-4EA710A1F96E},2022-01-07,HostedByHIFLD,2022-01-07,HostedByHIFLD,613.6965106914085,1.503481215e-6
10001936,0,2.5454545454545454,NA,0.13900670288073677,28.473019517795642,18.33780160857909,NA,90.95315024232632,36.21313974086789,53.75728225708008,7.450000047683716,1.5078169107437134,379.391729647186,2.883569096844396,55.45306565382528,21.07238605898123,90.37735849056604,23.491314558648465,0.26333569915954,0.06547521033941757,0.2640968243441817,95.92493297587131,27.61394101876676,64.02144772117963,55.35138122835848,38.35194517595828,28.09651474530831,199,BUTTE PRE-RELEASE / WOMEN'S TRANSITIONAL CENTER,62 W BROADWAY ST,BUTTE,MT,59701,-999,(406) 496-5070,STATE,OPEN,204,SILVER BOW,30093,USA,922140,CORRECTIONAL INSTITUTIONS,https://cor.mt.gov/FamilyFriends/Visiting/VisitingButtePrerelease,2017-12-08,IMAGERY/OTHER,2020-01-31,http://www.cccscorp.com/programs/,MINIMUM,220,0.00156501255906,{F868CD52-1B89-4B2F-AFD2-44358425DC97},2022-01-07,HostedByHIFLD,2022-01-07,HostedByHIFLD,201.5461073043831,1.40056694e-7
10004134,3.403748544500779,7.083333333333333,35.08000000000001,4.316988807032367,44.94833524684271,26.970509383378015,54.34258142340169,70.70543887991384,46.45676470848389,55.18332290649414,6.566666603088379,7.81330943107605,507.0554967423872,5.930359085963003,30.38524145415084,49.32975871313673,91.9496855345912,30.067736147880115,0.01219882843854281,0.0857511029125128,0.2104616049403214,19.839142091152816,34.90616621983914,59.83914209115282,34.60483633762145,37.04311239799515,24.77211796246649,206,YOUTH REHABILITATION AND TREATMENT CENTER- KEARNEY,2802 30TH AVE,KEARNEY,NE,68845,-999,(308) 865-5313,STATE,OPEN,98,BUFFALO,31019,USA,922140,CORRECTIONAL INSTITUTIONS,http://dhhs.ne.gov/Pages/YRTC-Facilities.aspx,2017-12-14,IMAGERY/OTHER,2020-01-31,http://dhhs.ne.gov/Pages/YRTC-Facilities.aspx,JUVENILE,172,0.0103781977622,{92923618-6130-4D43-94BF-009765CE1EC0},2022-01-07,HostedByHIFLD,2022-01-07,HostedByHIFLD,1345.5189413704056,6.815670962e-6
